Name des Unternehmens,Ort,Länderkürzel,NACE code,"Kons.
Code","Anzahl der Mitarbeiter 
Letztes verf. Jahr",Globale KM - Name,Adresse,Postleitzahl,Region,Land,Latitude,Longitude,Country
GREENPOWER (INTERNATIONAL) LTD.,ALLOA,GB,8299,C2,14,GREENPOWER (INTERNATIONAL) LTD.,"THE E CENTRE, COOPERAGE WAY",FK10 3LP,Alloa,Vereinigtes Königreich,,,United Kingdom
GROUND ZERO GMBH,EGMATING,DE,4743,U1,16,MR KARL FELIX LAUTNER,ERLENWEG 25,85658,Ebersberg,Deutschland,48.00847765,11.788572836309392,Germany
H2GO POWER LTD,LONDON,GB,7219,U1,22,DR ENASS ABO HAMED,"IMPERIAL WHITE CITY INCUBATOR TR, 84 WOOD LANE, WHITE CITY, LONDON, LONDON,CITY OF",W12 0BZ,London W12,Vereinigtes Königreich,,,United Kingdom
H2TRANSITION CAPITAL LLP,LONDON,GB,,U1,n.v.,,"FLAT 5, PACIFIC WHARF, 165 ROTHERHITHE STREET",SE16 5QF,London SE16,Vereinigtes Königreich,51.50493215,-0.0470751248999932,United Kingdom
HAIR BY HALLDIN AB,GÖTEBORG,SE,9602,LF,2,,KOMMENDÖRSGATAN 30 B,414 59,Västra Götaland,Schweden,57.6954971,11.9327401,Sweden
HALBMIL BIOGAS GMBH,CHUR,CH,3521,LF,1,MR RETO CHRISTIAN MANI,DEUTSCHE STRASSE 65,7000,Graubünden,Schweiz,46.886226,9.540417,Switzerland
HALIAN INTERNATIONAL LIMITED,LONDON,GB,7810,U1,22,TWENTY20 CAPITAL INVESTMENTS LIMITED,33-34 SOHO SQUARE,W1D 3QU,London W1D,Vereinigtes Königreich,,,United Kingdom
HAMBURG GREEN HYDROGEN BETEILIGUNGSGESELLSCHAFT MBH,HAMBURG,DE,7010,LF,2,"FLAVEO IV GREEN ENERGY S.C.S., SICAV-RAIF",MOORBURGER SCHANZE 2,21079,"Hamburg, Freie und Hansestadt",Deutschland,53.487492,9.949587,Germany
HANSEATIC ENERGY HUB GMBH,HAMBURG,DE,9609,U1,n.v.,"PARTNERS GROUP HEH ACCESS 1, L.P.",AM SANDTORKAI 48,20457,"Hamburg, Freie und Hansestadt",Deutschland,53.5431866,9.9947823,Germany
HETHOS LIMITED,LONDON,GB,6420,U1,3,BEAM EARTH LIMITED,SALISBURY HOUSE LONDON WALL,EC2M 5PS,London EC2M,Vereinigtes Königreich,51.5171893,-0.0955453,United Kingdom
HEXAGON PURUS HOLDING GERMANY GMBH,KASSEL,DE,8299,U1,n.v.,HEXAGON PURUS ASA,HANNOVERSCHE STR. 1,34134,Kassel,Deutschland,51.2653028,9.471797218219123,Germany
HFI ENERGY SYSTEMS LIMITED,LONDON,GB,7219,U1,n.v.,HYDROGEN FUTURE INDUSTRIES PLC,25 ECCLESTON PLACE,SW1W 9NF,London SW1W,Vereinigtes Königreich,51.4938018,-0.1481197,United Kingdom
HGV GMBH,BEXBACH,DE,8299,LF,10,MR JOERG WENSKOWSKI,MÜHLENSTR.,66450,Saarpfalz,Deutschland,49.3523786,7.282927949999999,Germany
HOPIUM,PARIS,FR,7490,C2,6,HOPIUM,43 RUE DE LIEGE,75008,Paris,Frankreich,48.879218,2.3248498,France
HOWITZER ACQUISITION LIMITED,UXBRIDGE,GB,6420,U1,2,KKR NORTH AMERICA FUND XIII LP,"FRAYS MILL WORKS, COWLEY ROAD",UB8 2AF,Uxbridge,Vereinigtes Königreich,51.53523,-0.4836689,United Kingdom
HTS HOCH-TEMPERATUR-SILICONPRODUKTE GMBH,KAUFBEUREN,DE,2561,U1,21,,DANIEL-KOHLER-STR. 6,87600,Augsburg,Deutschland,47.8921913,10.6568958,Germany
HYDGO PUBLIC LIMITED COMPANY,DUBLIN,IE,7219,LF,n.v.,MR PETER GERSTMANN,"9 PEMBROKE STREET UPPER, S203",D02 KR83,Dublin,Irland,53.334601,-6.254269163657945,Ireland
HYDROGEN FUTURE INDUSTRIES PLC,LONDON,GB,,C1,5,HYDROGEN FUTURE INDUSTRIES PLC,"ECCLESTON YARDS, 25 ECCLESTON PLACE",SW1W 9NF,London SW1W,Vereinigtes Königreich,51.4938018,-0.1481197,United Kingdom
HYDROGEN UTOPIA INTERNATIONAL PLC,LONDON,GB,8299,C1,7,HYDROGEN UTOPIA INTERNATIONAL PLC,"C/O LAYTONS LLP 3RD FLOOR PINNER, 105-108 OLD BROAD STREET",EC2N 1ER,London EC2N,Vereinigtes Königreich,51.5158564,-0.0847070366666618,United Kingdom
HYDROGENIOUS LOHC TECHNOLOGIES GMBH,ERLANGEN,DE,7022,U1,144,HYDROGENIOUS LOHC TECHNOLOGIES GMBH,WEIDENWEG 13,91058,Erlangen,Deutschland,49.5637123,10.9867077,Germany
ICS INDUSTRIECHEMIKALIEN SCHWEFELNATRIUM GMBH,BITTERFELD-WOLFEN,DE,2013,U1,18,ERBENGEMEINSCHAFT HAASE,AN DER BAHN 1 ARENAL B,06803,Anhalt-Bitterfeld,Deutschland,,,Germany
INDUFIL B.V.,DUIVEN,NL,7112,U1,32,SMITHS GROUP PLC,HYDROGRAAF 25,6921 RS,Duiven,Niederlande,51.9620613,5.9966518,Netherlands
INEOS CHLOR ATLANTIK GMBH,RHEINBERG,DE,5229,LF,1,MR JAMES ARTHUR RATCLIFFE,LUDWIGSTR. 12,47495,Wesel,Deutschland,51.5613297,6.577463456025979,Germany
INOVYN CHLORVINYLS HOLDINGS LIMITED,RUNCORN,GB,7010,U1,n.v.,MR JAMES ARTHUR RATCLIFFE,BANKES LANE OFFICE BANKES LANE,WA7 4EL,Runcorn,Vereinigtes Königreich,53.31938775,-2.7409214911639466,United Kingdom
INTHERMA INDUSTRIELLE FEUERUNGSANLAGEN GESELLSCHAFT MIT BESCHRÄNKTER HAFTUNG,KRONBERG,DE,2899,U1,13,MR FREDERIC BRANDT,HARDTBERGWEG 1,61476,Hochtaunuskreis,Deutschland,50.1837357,8.500343119097888,Germany
INVICTA HYDROGEN SYSTEMS LIMITED,BIRMINGHAM,GB,3521,U1,10,DR YASIN RAMADAN,"51 51 PINFOLD STREET, SUITE 331",B2 4AY,Birmingham,Vereinigtes Königreich,52.4792807,-1.902111,United Kingdom
IOCL EXPLORATION AND PRODUCTION OMAN LIMITED,LONDON,GB,4671,U1,n.v.,GOVERNMENT OF INDIA,3RD FLOOR 5 LLOYDS AVENUE,EC3N 3AE,London EC3N,Vereinigtes Königreich,51.5117445,-0.0774102,United Kingdom
J. RETTENMAIER & SÖHNE GMBH + CO KG,ROSENBERG,DE,1610,LF,890,Josef Rettenmaier & Söhne Holding GmbH & Co. KG,HOLZMÜHLE,73494,Ostalbkreis,Deutschland,49.0139186,10.0647658,Germany
JA-GASTECHNOLOGY GMBH,BURGWEDEL,DE,2011,U1,88,MR JENS ASMUTH,ALBRECHT-THAER-RING 9,30938,Hannover,Deutschland,52.515501400000005,9.8669747,Germany
JOHNSON MATTHEY UK HOLDINGS LIMITED,LONDON,GB,6420,U1,n.v.,JOHNSON MATTHEY PLC,5TH FLOOR 25 FARRINGDON STREET,EC4A 4AB,London EC4A,Vereinigtes Königreich,51.51578425,-0.1041096202971841,United Kingdom
АКЦИОНЕРНОЕ ОБЩЕСТВО БАЗА №1 ХИМРЕАКТИВОВ,СТАРАЯ КУПАВНА,RU,4675,LF,n.v.,MR ALEKSANDR ANATOLYEVICH GANIN,"УЛ. ДОРОЖНАЯ Д. 1/9, ПОМ.62",142450,Московская область,Russische Föderation,55.80736,38.18511,Russia
JONGKIND B.V.,AALSMEER,NL,4675,U1,16,BLUE PEAT HOLDING B.V.,OOSTEINDERWEG 357,1432 AX,Aalsmeer,Niederlande,52.2841565,4.7971317,Netherlands
JRS PROZEßTECHNIK GMBH & CO. KG,PATTENSEN,DE,2399,LF,50,JOSEF RETTENMAIER HOLDING GMBH & CO.KG,CALENBERGER MÜHLE,30982,Hannover,Deutschland,52.1969047,9.7870124,Germany
KMW WIND TO GAS ENERGY GMBH & CO. KG,BRUNSBÜTTEL,DE,3511,U1,4,KRAFTWERKE MAINZ-WIESBADEN AKTIENGESELLSCHAFT.,SCHLEUSENSTR. 10,25541,Dithmarschen,Deutschland,53.8970816,9.1465967,Germany
KOOLZUUR CENTRALE B.V.,SITTARD,NL,4675,U1,38,DAMOISEAUX BEHEER B.V.,NUSTERWEG 64,6136 XB,Sittard-Geleen,Niederlande,51.0127725,5.8671309,Netherlands
KURT SUTER IMMOBILIEN AG,BÜLACH,CH,2014,LF,4,MR KURT SUTER,HERRENWISSTRASSE 20,8180,Zürich,Schweiz,47.541535,8.521593,Switzerland
KYROS HYDROGEN SOLUTIONS GMBH,FÖRITZTAL,DE,2899,LF,12,HYDROGREEN SOLUTIONS INC,BAHNHOFSTR. 32 A,96524,Sonneberg,Deutschland,50.306585,11.243563,Germany
LAMTEC MEß- UND REGELTECHNIK FÜR FEUERUNGEN GMBH & CO. KG,WALLDORF,DE,2611,U1,82,LAMTEC Meß- und Regeltechnik für Feuerungen GmbH & Co. KG,JOSEF-REIERT-STR. 26,69190,Rhein-Neckar,Deutschland,49.308292,8.629792,Germany
LANEMARK INTERNATIONAL LIMITED,NUNEATON,GB,,LF,3,LANEMARK COMBUSTION ENGINEERING LIMITED,"LANEMARK HOUSE, WHITACRE ROAD",CV11 6BW,Nuneaton,Vereinigtes Königreich,52.52218305,-1.4512082646377564,United Kingdom
ЛЕГА,ДЗЕРЖИНСК,RU,2013,LF,n.v.,MR YURII VIKTOROVICH ZHDANOV,"БУЛ.МИРА 29-А, ОФИС 22",606025,Нижегородская область,Russische Föderation,,,Russia
LINDE KRYOTECHNIK AG,PFUNGEN,CH,2825,LF,160,LINDE PUBLIC LIMITED COMPANY,DÄTTLIKONERSTRASSE 5,8422,Zürich,Schweiz,47.5188294,8.6368659,Switzerland
LINDE RUSSIA UK LIMITED,WOKING,GB,7010,U1,4,LINDE PUBLIC LIMITED COMPANY,"FORGE, 43 CHURCH STREET WEST",GU21 6HT,Woking,Vereinigtes Königreich,51.31803175,-0.5621470081842368,United Kingdom
LOTUS ENGINEERING LIMITED,NORWICH,GB,,LF,n.v.,李书福,POTASH LANE HETHEL,NR14 8EZ,Norwich,Vereinigtes Königreich,,,United Kingdom
MAHLER AGS GMBH,STUTTGART,DE,2899,U1,35,SADAF AL KHALEEJ TRADING LLC,HEDELFINGER STR. 60,70327,Stuttgart,Deutschland,48.766455,9.2488471,Germany
MARBURGER IONENSTRAHL-THERAPIE BETRIEBS-GESELLSCHAFT MBH,BAD NEUSTADT,DE,7219,U1,47,DR. BERNHARD GROSSE BROERMANN,SALZBURGER LEITE 1,97616,Rhön-Grabfeld,Deutschland,50.3249639,10.2332376,Germany
MASTER TEC GMBH CHEMISCHE PRODUKTE,WUNSIEDEL,DE,2059,U1,74,MR WOLFRAM LEY,LANDGRAFWEG 5,95632,Wunsiedel,Deutschland,50.03460320000001,12.000966699999996,Germany
MASUR ENERGIESYSTEME GMBH,HÖRSTEL,DE,2821,U1,15,MR HELMUT MASUR,LÜTTMANNSTR.,48477,Steinfurt,Deutschland,52.292178,7.5681063,Germany
MEDITERANA GMBH & CO. KG,KÖNIGSTEIN,DE,9604,U1,186,MEDITERANA GMBH & CO. KG,LIMBURGER STR. 31,61462,Hochtaunuskreis,Deutschland,50.19087405,8.46414755044264,Germany
MESSER B.V.,MOERDIJK,NL,2011,U1,34,MESSER INDUSTRIE GMBH,MIDDENWEG 17,4782 PM,Moerdijk,Niederlande,51.676244,4.5832554,Netherlands
MET GERMANY HOLDING GMBH,EITERFELD,DE,3512,U1,1,MR BENJAMIN LAKATOS,PAUL-TOSSE-STR. 8,36132,Fulda,Deutschland,50.78311895,9.796566075780532,Germany
MOTIVE FUELS LIMITED,ROTHERHAM,GB,4730,U1,27,MR JOSEPH CYRIL EDWARD BAMFORD,"ADVANCED MANUFACTURING TECHNOLOG, BRUNEL WAY",S60 5WG,Rotherham,Vereinigtes Königreich,53.3834142,-1.3778271,United Kingdom
MTP BHKW SERVICE GMBH,HOHEN NEUENDORF,DE,3312,LF,3,MR ANDREAS PETUKAT,GEWERBESTR. 12,16540,Oberhavel,Deutschland,52.6603948,13.2919164,Germany
NÄF AGRO AG,KAISTEN,CH,0142,LF,4,,"C/O MANFRED NAEF, RÜTIHOF 486",5082,Aargau,Schweiz,47.541298,8.066659,Switzerland
NEDASTRA HOLDING B.V.,TERNEUZEN,NL,6420,U1,19,OLIN CORP,AXELSEDAM 3 A,4531 HH,Terneuzen,Niederlande,51.334706,3.8281976,Netherlands
NH2 SVERIGE AB,STOCKHOLM,SE,2011,LF,2,,BIRGER JARLSGATAN 2  5TR,114 34,Stockholm,Schweden,59.3333494,18.0758518,Sweden
OCTOPUS HYDROGEN PRODUCTION 1 LIMITED,LONDON,GB,2011,U1,n.v.,OCTOPUS CAPITAL LIMITED,"UK HOUSE, 5TH FLOOR, 164-182 OXFORD STREET",W1D 1NN,London W1D,Vereinigtes Königreich,51.5158384,-0.1382971799180325,United Kingdom
OFFSHORE WIND POWER LIMITED,INVERNESS,GB,4222,U1,n.v.,,"CLAVA HOUSE, CRADLEHALL BUSINESS PARK",IV2 5GH,Inverness,Vereinigtes Königreich,,,United Kingdom
OHD OFFSHORE HYDROGEN DEVELOPMENT ADMINISTRATION TWO GMBH,BERLIN,DE,7010,U1,n.v.,RWE AKTIENGESELLSCHAFT,KRONENSTR. 73,10117,Essen,Deutschland,52.5111993,13.3872982,Germany
АКЦИОНЕРНОЕ ОБЩЕСТВО НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ТЯЖПРОМАРМАТУРА,МОСКВА,RU,4669,LF,n.v.,MR OMER FAROOQ,УЛ. МОЛДАВСКАЯ Д. 5,121467,г.Москва,Russische Föderation,55.731766,37.434489,Russia
OMV ENERJI TICARET ANONIM SIRKETI,SARIYER,TR,3511,LF,44,OMV AKTIENGESELLSCHAFT,"VEKO GIZ PLAZA K:12, MASLAK MEYDAN SOKAK   D:37-38-39-40 NO:3, MASLAK MAHALLESI",34485,Istanbul,Türkei,,,Turkey
ORCEYRE,LA CHAPELLE LAURENT,FR,4671,U1,n.v.,MR STEPHANE JEAN ORCEYRE,LE BOURG,15500,Cantal,Frankreich,45.1814296,3.2626458,France
ORSTED GIGASTACK LIMITED,LONDON,GB,3511,U1,n.v.,KINGDOM OF DENMARK,5 HOWICK PLACE,SW1P 1WG,London SW1P,Vereinigtes Königreich,51.4967767,-0.1360237,United Kingdom
ORSTED HYDROGEN UK HOLDING LIMITED,LONDON,GB,8299,U1,n.v.,KINGDOM OF DENMARK,5 HOWICK PLACE,SW1P 1WG,London SW1P,Vereinigtes Königreich,51.4967767,-0.1360237,United Kingdom
ORSTED SALES GMBH,HAMBURG,DE,3511,U1,n.v.,KINGDOM OF DENMARK,VAN-DER-SMISSEN-STR. 9,22767,"Hamburg, Freie und Hansestadt",Deutschland,53.5433563,9.9341654,Germany
OSTERWALDER ST. GALLEN HOLDING AG,ST. GALLEN,CH,6499,LF,n.v.,OSTERWALDER ST. GALLEN HOLDING AG,OBERSTRASSE 141,9000,St. Gallen,Schweiz,47.414071,9.357439,Switzerland
OVERGAZ SA,CAROUGE GE,CH,4671,LF,1,,"C/O EQUEY & ASSOCIES, AVOCATS, RUE DU TIR-AU-CANON 4",1227,Geneva,Schweiz,46.180434,6.14343,Switzerland
PANGAEA HOLDING GMBH,DRESDEN,DE,8299,LF,1,MR MARTEN HUENICH,ERNA-BERGER-STR. 5,01097,Dresden,Deutschland,51.0633629,13.7427999,Germany
PATHEON HOLDINGS II B.V.,BREDA,NL,2015,U1,n.v.,THERMO FISHER SCIENTIFIC INC.,TAKKEBIJSTERS 1,4817 BL,Breda,Niederlande,51.5941502,4.8248745,Netherlands
PETROFAC DEUTSCHLAND GMBH,HAMBURG,DE,3312,U1,n.v.,PETROFAC LTD,NEUER WALL 50,20354,"Hamburg, Freie und Hansestadt",Deutschland,53.5511816,9.9892171,Germany
PLUS-POHL GMBH,HOHENWESTEDT,DE,4222,U1,162,,LERCHENFELD 10,24594,Rendsburg-Eckernförde,Deutschland,54.0848367,9.656804800000003,Germany
POOLE'S (MOIRA) LTD,BELFAST,GB,4730,U1,73,MR EDWARD GUY POOLE,46 HILL STREET,BT1 2LB,Belfast,Vereinigtes Königreich,54.6021395,-5.9270466,United Kingdom
PRZEDSIĘBIORSTWO HANDLOWE PADER SP. Z O.O.,WARSZAWA,PL,4671,LF,n.v.,SLAWOMIR SZYMANKIEWICZ,ALEJA PRYMASA TYSIĄCLECIA 46,01-242,Warszawa,Polen,52.2232107,20.9592636,Poland
PUSULA ITHALAT IHRACAT VE PAZARLAMA ANONIM SIRKETI,BAGCILAR,TR,4675,LF,55,KAMBO REKLAM VE DANISMANLIK ANONIM SIRKETI,"ISTOÇTPTNCLRÇAR16ADAASLNPLZK:4, MAHMUTBEY MAHALLESI",34218,Istanbul,Türkei,41.054803,28.8201728,Turkey
QAIR INVEST RENEWABLE GMBH,MÜNCHEN,DE,3511,U1,2,DIF Infrastructure VII Coöperatief U.A.,ZIRKUS-KRONE-STR. 10,80335,"München, Landeshauptstadt",Deutschland,48.1443076,11.5503874,Germany
REFRACENTRE,VEYRE MONTON,FR,3312,U1,n.v.,M ESCUDERO AUDRAN,ZI PRA DE SERRE,63960,Puy-de-Dôme,Frankreich,,,France
REFUELS N.V.,SCHIPHOL,NL,6420,U1,n.v.,REFUELS N.V.,EVERT VAN DE BEEKSTRAAT 1 THE BASE B,1118 CL,Haarlemmermeer,Niederlande,52.3059316,4.7529077,Netherlands
RIEßNER-GASE GMBH,LICHTENFELS,DE,2011,U1,86,RIESSNER-GASE GMBH,RUDOLF-DIESEL-STR. 5,96215,Lichtenfels,Deutschland,50.13233365,11.039953676992823,Germany
ROUGE H2 ENGINEERING AG,GRAZ,AT,4511,U1,n.v.,,REININGHAUSSTRAßE 13,8020,Steiermark,Österreich,47.0649153,15.4082057,Austria
SALAGER SERRA,PRADES LE LEZ,FR,3320,U1,n.v.,,8 ZONE ARTISANALE LES BARONNES,34730,Hérault,Frankreich,,,France
SAUERSTOFFWERK FRIEDRICH GUTTROFF GESELLSCHAFT MIT BESCHRÄNKTER HAFTUNG,WERTHEIM,DE,2011,U1,89,MR GEORG GUTTROFF,RICHOLFSTR. 90,97877,Main-Tauber,Deutschland,49.72038395,9.526857226789218,Germany
SHELL EXPLORATION AND PRODUCTION COLOMBIA GMBH,HAMBURG,DE,0610,NRF,9,SHELL PLC,SUHRENKAMP 71-77,22335,"Hamburg, Freie und Hansestadt",Deutschland,53.6212995,10.0152091,Germany
SHELL INTERNATIONALE RESEARCH MAATSCHAPPIJ B.V.,'S-GRAVENHAGE,NL,7219,U1,n.v.,SHELL PLC,CAREL VAN BYLANDTLAAN 30,2596 HR,S Gravenhage,Niederlande,52.0936744,4.3130672,Netherlands
SHELL OVERSEAS HOLDINGS LIMITED,LONDON,GB,7010,U1,n.v.,SHELL PLC,SHELL CENTRE,SE1 7NA,London SE1,Vereinigtes Königreich,51.5038502,-0.1167733632104527,United Kingdom
SHELL SERVICES OMAN B.V.,'S-GRAVENHAGE,NL,0910,U1,n.v.,SHELL PLC,CAREL VAN BYLANDTLAAN 30,2596 HR,S Gravenhage,Niederlande,52.0936744,4.3130672,Netherlands
SHELL VENTURES NEW ZEALAND LIMITED,LONDON,GB,7010,U1,n.v.,SHELL PLC,SHELL CENTRE,SE1 7NA,London SE1,Vereinigtes Königreich,51.5038502,-0.1167733632104527,United Kingdom
SIMOND SA,VUFFLENS-LA-VILLE,CH,4671,LF,4,MR PHILIPPE EUGENE ALFRED DEILLON,CHEMIN DE VIMOULIN 1,1302,Vaud,Schweiz,46.5741834,6.52784,Switzerland
СКОРОПУСКОВСКИЙ СИНТЕЗ,РП. СКОРОПУСКОВСКИЙ,RU,2013,LF,n.v.,MR VYACHESLAV ANDREEVICH KRIVTSOV,К.9,141364,Московская область,Russische Föderation,56.390355,38.223948,Russia
SODI INDUSTRIEPARK AG,BAD ZURZACH,CH,2013,LF,75,SODI INDUSTRIEPARK AG,ZÜRCHERSTRASSE 42,5330,Aargau,Schweiz,47.576637,8.314284,Switzerland
SÖHNER GMBH,SCHEFFLENZ,DE,4671,U1,32,,ZEILWEG 11,74850,Neckar-Odenwald,Deutschland,49.40079325,9.275147903618295,Germany
SOL NEDERLAND B.V.,TILBURG,NL,2011,U1,43,STICHTING AIRVISION,SWAARDVENSTRAAT 11,5048 AV,Tilburg,Niederlande,51.59006,5.0551224,Netherlands
SOLARPARK BRONKOW LUCKAITZTAL GMBH,KÖLN,DE,2821,U1,1,STADT KöLN,PARKGÜRTEL,50823,Köln,Deutschland,50.957795,6.924832,Germany
SOLVAY ÖSTERREICH GMBH,EBENSEE,AT,6832,U1,n.v.,SOLVAY,BAHNHOFSTRAßE 22,4802,Oberösterreich,Österreich,47.807145,13.771501,Austria
АКЦИОНЕРНОЕ ОБЩЕСТВО СПЕЦИАЛЬНОЕ КОНСТРУКТОРСКО-ТЕХНОЛОГИЧЕСКОЕ БЮРО ПО ЭЛЕКТРОХИМИИ С ОПЫТНЫМ ЗАВОДОМ,МОСКВА,RU,7219,LF,n.v.,Правительство Российской Федерации,УЛ. СЕЛЬСКОХОЗЯЙСТВЕННАЯ Д. 12,129226,г.Москва,Russische Föderation,55.834762,37.648485,Russia
SSE THERMAL GENERATION HOLDINGS LIMITED,READING,GB,3511,U1,n.v.,SSE PLC,"ONE FORBURY PLACE, 43 FORBURY ROAD",RG1 3JH,Reading,Vereinigtes Königreich,51.4577659,-0.9654045,United Kingdom
SSPI GMBH,LUZERN,CH,2059,LF,75,MR ANDREAS EISENBART,GROSSMATTE 4,6014,Lucerne,Schweiz,47.0480428,8.2630206,Switzerland
STONY ENERGY STORAGE LTD,LONDON,GB,3512,U1,n.v.,GORE STREET ENERGY STORAGE FUND PLC,8TH FLOOR 100 BISHOPSGATE,EC2N 4AG,London EC2N,Vereinigtes Königreich,51.51556965,-0.0815110287180042,United Kingdom
SUNFIRE GMBH,DRESDEN,DE,2011,U1,238,SUNFIRE GMBH,GASANSTALTSTR. 2,01237,Dresden,Deutschland,51.027735,13.787411,Germany
SUVIC AB,STOCKHOLM,SE,4222,LF,2,,"C/O METRIC, KUNGSGATAN 59",111 22,Stockholm,Schweden,59.3338692,18.0572584,Sweden
TESA MANUFACTURING HAMBURG GMBH,HAMBURG,DE,2013,U1,110,MAXINGVEST GMBH & CO. KGAA,SCHNACKENBURGALLEE 160,22525,"Hamburg, Freie und Hansestadt",Deutschland,53.591222,9.905904,Germany
THE SCOTTISH HYDROGEN AND FUEL CELL ASSOCIATION LIMITED,EDINBURGH,GB,9412,U1,2,,14B JOHNSTON TERRACE,EH1 2PW,Edinburgh,Vereinigtes Königreich,55.9482904,-3.1957166,United Kingdom
THE SHELL TRANSPORT AND TRADING COMPANY LIMITED,LONDON,GB,7010,U1,n.v.,SHELL PLC,SHELL CENTRE,SE1 7NA,London SE1,Vereinigtes Königreich,51.5038502,-0.1167733632104527,United Kingdom
THEODOR HENRICHS GESELLSCHAFT MIT BESCHRÄNKTER HAFTUNG,NEUNKIRCHEN,DE,2599,U1,37,,AM HELLERBERG 16,57290,Siegen-Wittegenstein,Deutschland,50.7850323,7.9984848,Germany
TOX PRESSOTECHNIK INTERNATIONAL GMBH & CO. KG,WEINGARTEN,DE,7010,U1,18,TOX PRESSOTECHNIK INTERNATIONAL GMBH & CO. KG,RIEDSTR. 4,88250,Ravensburg,Deutschland,47.8033773,9.622466379397364,Germany
TUNUR (UK) LTD,LONDON,GB,3513,U1,n.v.,TUNUR LTD (C 97976),"C/O PEACHEY & CO, 95 ALDWYCH",WC2B 4JF,London WC2B,Vereinigtes Königreich,51.51339205,-0.1151636011792383,United Kingdom
UNIPER SYSTEMSTABILITÄT GMBH,DÜSSELDORF,DE,3511,U1,5,BUNDESREPUBLIK DEUTSCHLAND,HOLZSTR. 6,40221,Düsseldorf,Deutschland,51.2129363,6.747918,Germany
VERSO ENERGY,PARIS,FR,7112,U1,n.v.,MR XAVIER CAITUCOLI,49 B AVENUE FRANKLIN DELANO ROOSEVELT,75008,Paris,Frankreich,48.87013,2.309885,France
VICI SCHWEIZ AG,NEUHEIM,CH,4646,LF,1,,SARBACHSTRASSE 5,6345,Zug,Schweiz,47.2033429,8.5829476,Switzerland
VIRHTECH GMBH,HAMBURG,DE,7219,LF,2,,OFFAKAMP 9 F,22529,Pinneberg,Deutschland,53.6011669,9.9693995,Germany
WALTER MÜLLER (GMBH & CO.KG),HAMBURG,DE,4669,U1,30,HERR JULIUS,OEHLECKERRING 15,22419,"Hamburg, Freie und Hansestadt",Deutschland,53.6620757,10.0067885,Germany
WARDOWN ENGINEERING LIMITED,DUNSTABLE,GB,2562,U1,30,WARDOWN HOLDINGS LIMITED,"TOWNSEND FARM ROAD, TOWNSEND INDUSTRIAL ESTATE, HOUGHTON REGIS",LU5 5BA,Dunstable,Vereinigtes Königreich,51.7474024,-0.3045571,United Kingdom
WHITE HYDROGEN GMBH,SCHAFFHAUSEN,CH,8299,LF,4,,BACHSTRASSE 56,8200,Schaffhausen,Schweiz,47.6986132,8.6372259,Switzerland
WIEDE'S CARBIDWERK FREYUNG MIT BESCHRÄNKTER HAFTUNG,FREYUNG,DE,2013,U1,n.v.,Wiede's Carbidwerk Freyung mit beschränkter Haftung,AIGENSTADL 1,94078,Freyung-Grafenau,Deutschland,48.8107757,13.499963,Germany
WINDPARK SCHIMMENDORF GMBH & CO. KG,REUßENKÖGE,DE,3511,U1,3,ANTIN INFRASTRUCTURE SERVICES LUXEMBOURG III,CECILIENKOOG 16,25821,Nordfriesland,Deutschland,54.585727,8.9227787,Germany
ZEROAVIA LTD,CIRENCESTER,GB,3030,U1,104,"ZEROAVIA US, INC.","HANGAR C2 COTSWOLD AIRPORT, KEMBLE",GL7 6BA,Cirencester,Vereinigtes Königreich,,,United Kingdom
ZIEMER CHODELKA DIAMOND TECHNOLOGIES AG,PORT,CH,3212,LF,35,ZIEMER HOLDING AG,ALLMENDSTRASSE 11,2562,Bern,Schweiz,47.118012,7.253592,Switzerland
SHELL DEUTSCHLAND GMBH,HAMBURG,DE,1920,U1,2689,SHELL PLC,SUHRENKAMP 71-77,22335,"Hamburg, Freie und Hansestadt",Deutschland,53.6212995,10.0152091,Germany
JET TANKSTELLEN DEUTSCHLAND GMBH,HAMBURG,DE,4671,U1,257,PHILLIPS 66,CAFFAMACHERREIHE 1,20355,"Hamburg, Freie und Hansestadt",Deutschland,53.5543815,9.9844534,Germany
STADTWERKE DÜSSELDORF AG,DÜSSELDORF,DE,3511,U1,1093,ENBW ENERGIE BADEN-WÜRTTEMBERG AG,HÖHERWEG,40233,Düsseldorf,Deutschland,51.221333,6.81341,Germany
ENVIA MITTELDEUTSCHE ENERGIE AG,CHEMNITZ,DE,3510,U1,618,E.ON SE,CHEMNITZTALSTR. 13,09114,"Chemnitz, Stadt",Deutschland,50.857915,12.92671,Germany
EG DEUTSCHLAND RETAIL & ENERGY GMBH,BURGHAUSEN,DE,4730,U1,35,OPTIMA BIDCO (JERSEY) LIMITED,HAIMINGER STR. 1,84489,"Hamburg, Freie und Hansestadt",Deutschland,48.1933464,12.8297249,Germany
2G ENERGY AG,HEEK,DE,2821,C2,842,2G ENERGY AG,BENZSTR. 3,48619,Borken,Deutschland,52.11571435,7.083733369217654,Germany
"SCHMIDT, KRANZ & CO. GESELLSCHAFT MIT BESCHRÄNKTER HAFTUNG",VELBERT,DE,8299,C2,1691,"Schmidt, Kranz & Co. Gesellschaft mit beschränkter Haftung",HAUPTSTR. 123,42555,Mettmann,Deutschland,51.34923585,7.112969849488823,Germany
